550;1007.28;18.45;None;None;None;-1.04;00.32;00.11;
551;1007.06;18.48;None;None;None;-0.92;-0.41;00.10;
552;1007.13;18.49;None;None;None;-1.02;-0.43;00.21;
553;1007.19;18.49;None;None;None;-0.99;-0.45;00.18;
554;1007.25;18.50;None;None;None;-0.76;-0.77;00.19;
555;1007.30;18.51;None;None;None;-0.21;-0.25;00.94;
556;1007.34;18.52;None;None;None;-0.35;-0.48;00.91;
557;1007.27;18.52;None;None;None;-0.14;-0.26;01.00;
558;1007.39;18.53;None;None;None;-0.52;-0.74;00.49;
559;1007.33;18.54;None;None;None;-0.80;-0.70;00.10;
560;1007.45;18.54;None;None;None;-0.97;-0.51;-0.06;
561;1007.60;18.56;None;None;None;-0.98;-0.50;-0.06;
562;1007.59;18.57;None;None;None;-0.98;-0.49;-0.08;
563;1007.55;18.57;None;None;None;-1.00;-0.45;-0.08;
564;1007.94;18.58;None;None;None;-0.99;-0.45;-0.05;
565;1008.07;18.59;None;None;None;-0.99;-0.45;-0.06;
566;1008.19;18.59;None;None;None;-1.01;-0.45;-0.07;
567;1007.89;18.59;None;None;None;-0.36;00.97;-0.32;
568;1007.97;18.60;None;None;None;00.55;00.66;00.01;
569;1007.88;18.59;None;None;None;00.87;-0.30;-0.09;
570;1007.93;18.60;None;None;None;00.87;-0.36;-0.08;
571;1008.10;18.62;None;None;None;00.85;-0.32;-0.08;
572;1008.23;18.64;None;None;None;00.87;-0.31;-0.07;
573;1008.31;18.66;None;None;None;00.86;-0.32;-0.08;
574;1008.44;18.67;None;None;None;00.87;-0.34;-0.09;
575;1008.45;18.68;None;None;None;00.85;-0.32;-0.09;
576;1008.31;18.70;None;None;None;00.86;-0.32;-0.09;
577;1008.51;18.73;None;None;None;00.86;-0.30;-0.09;
578;1008.36;18.74;None;None;None;00.86;-0.32;-0.08;
579;1008.62;18.75;None;None;None;00.88;-0.28;-0.12;
580;1008.74;18.76;None;None;None;00.86;-0.32;-0.12;
581;1008.58;18.78;None;None;None;00.87;-0.30;-0.10;
582;1008.64;18.78;None;None;None;00.86;-0.36;-0.09;
583;1008.56;18.79;None;None;None;00.85;-0.33;-0.10;
584;1008.60;18.81;None;None;None;00.86;-0.34;-0.10;
585;1008.58;18.82;None;None;None;00.85;-0.34;-0.10;
586;1008.64;18.84;None;None;None;00.86;-0.34;-0.10;
587;1008.62;18.85;None;None;None;00.86;-0.33;-0.09;
588;1008.63;18.87;None;None;None;00.86;-0.34;-0.10;
589;1008.73;18.88;None;None;None;00.86;-0.34;-0.09;
590;1008.80;18.89;None;None;None;00.85;-0.34;-0.09;
591;1008.86;18.91;None;None;None;00.85;-0.34;-0.09;
592;1008.83;18.91;None;None;None;00.85;-0.34;-0.09;
593;1008.74;18.93;None;None;None;00.85;-0.34;-0.10;
