249;1008.01;15.10;None;None;None;-0.76;00.73;00.03;
250;1008.03;15.12;None;None;None;-0.77;00.73;00.04;
251;1008.02;15.16;None;None;None;-0.76;00.72;00.05;
252;1008.00;15.19;None;None;None;-0.78;00.73;00.05;
253;1008.00;15.21;None;None;None;-0.77;00.73;00.05;
254;1008.00;15.24;None;None;None;-0.78;00.73;00.05;
255;1007.99;15.25;None;None;None;-0.78;00.73;00.04;
256;1007.99;15.28;None;None;None;-0.78;00.73;00.02;
257;1008.01;15.30;None;None;None;-0.77;00.74;00.02;
258;1008.01;15.33;None;None;None;-0.77;00.72;00.05;
259;1008.01;15.35;None;None;None;-0.78;00.72;00.04;
260;1007.98;15.37;None;None;None;-0.77;00.73;00.03;
261;1007.95;15.40;None;None;None;-0.78;00.73;00.04;
262;1007.94;15.43;None;None;None;-0.77;00.72;00.02;
263;1007.95;15.45;None;None;None;-0.76;00.72;00.03;
264;1007.97;15.47;None;None;None;-0.78;00.73;00.06;
265;1007.95;15.49;None;None;None;-0.79;00.73;00.05;
266;1007.95;15.52;None;None;None;-0.78;00.73;00.03;
267;1007.95;15.54;None;None;None;-0.78;00.73;00.04;
268;1007.95;15.57;None;None;None;-0.78;00.73;00.05;
269;1007.94;15.60;None;None;None;-0.78;00.72;00.05;
270;1007.95;15.62;None;None;None;-0.77;00.72;00.05;
271;1007.94;15.64;None;None;None;-0.78;00.73;00.05;
272;1007.93;15.66;None;None;None;-0.77;00.72;00.04;
273;1007.93;15.68;None;None;None;-0.79;00.72;00.06;
274;1007.92;15.70;None;None;None;-0.80;00.69;00.04;
275;1008.08;15.70;None;None;None;-0.88;00.48;00.51;
276;1008.06;15.70;None;None;None;-0.94;-0.14;00.90;
277;1007.92;15.69;None;None;None;-0.32;-0.20;01.27;
278;1007.76;15.68;None;None;None;00.95;01.71;00.89;
279;1007.60;15.69;None;None;None;-0.08;-0.23;01.12;
280;1007.42;15.70;None;None;None;-0.11;-0.19;01.47;
281;1007.02;15.68;None;None;None;00.40;00.07;01.34;
282;1006.80;15.68;None;None;None;-0.19;-0.45;00.98;
283;1006.53;15.68;None;None;None;00.03;00.57;01.06;
284;1006.16;15.68;None;None;None;-0.00;-0.61;01.23;
285;1005.87;15.68;None;None;None;-0.45;-0.08;01.19;
286;1005.61;15.67;None;None;None;-0.21;-0.07;01.07;
287;1005.18;15.66;None;None;None;00.14;-0.11;00.89;
288;1004.62;15.64;None;None;None;-0.59;-0.11;01.03;
289;1004.16;15.63;None;None;None;-0.13;-0.14;01.07;
290;1003.78;15.63;None;None;None;-0.30;-0.12;01.09;
291;1002.97;15.62;None;None;None;00.08;-0.53;00.87;
292;1002.55;15.60;None;None;None;-0.54;-0.22;00.90;
293;1002.06;15.58;None;None;None;-0.09;-0.19;01.13;
294;1001.58;15.56;None;None;None;00.23;-0.61;00.78;
295;1001.17;15.53;None;None;None;-0.41;-0.33;00.98;
296;1000.77;15.53;None;None;None;-0.45;-0.49;01.04;
297;1000.56;15.53;None;None;None;-0.11;-0.39;00.97;
298;1000.10;15.54;None;None;None;-0.67;-0.22;00.70;
299;999.69;15.54;None;None;None;-0.38;-0.41;01.02;
300;999.12;15.52;None;None;None;00.01;-0.21;01.22;
301;998.43;15.52;None;None;None;-0.25;-0.33;00.75;
302;998.02;15.52;None;None;None;00.25;-0.37;01.04;
303;997.61;15.51;None;None;None;00.64;-0.20;00.74;
304;997.15;15.47;None;None;None;00.40;-0.09;00.62;
305;996.75;15.43;None;None;None;-0.47;-0.41;00.65;
306;996.31;15.43;None;None;None;00.31;-0.23;00.79;
307;996.04;15.43;None;None;None;-0.72;-0.47;00.67;
308;995.90;15.42;None;None;None;-0.53;-0.65;00.74;
309;995.78;15.41;None;None;None;-0.63;-0.36;00.78;
310;995.73;15.38;None;None;None;-0.79;-0.50;00.73;
311;995.69;15.36;None;None;None;-0.10;00.15;-0.77;
312;995.93;15.36;None;None;None;-0.17;00.02;-1.13;
313;996.45;15.35;None;None;None;-0.06;00.17;-1.14;
314;997.07;15.34;None;None;None;-0.05;-0.12;-1.16;
315;997.74;15.34;None;None;None;-0.01;00.00;-1.07;
316;998.55;15.33;None;None;None;-0.16;-0.04;-1.15;
317;998.92;15.32;None;None;None;-0.05;-0.10;-1.23;
318;999.61;15.28;None;None;None;-0.12;00.10;-1.31;
319;1000.40;15.22;None;None;None;-0.09;00.21;-1.39;
320;1001.19;15.16;None;None;None;-0.11;-0.04;-1.08;
321;1002.23;15.09;None;None;None;-0.04;00.01;-1.16;
322;1002.96;15.04;None;None;None;00.07;-0.01;-1.32;
323;1003.82;15.00;None;None;None;-0.07;00.05;-1.28;
324;1004.64;14.94;None;None;None;00.01;-0.02;-1.03;
325;1005.50;14.90;None;None;None;-0.08;-0.13;-1.19;
326;1006.40;14.84;None;None;None;02.00;02.00;02.00;
327;1007.08;14.81;None;None;None;00.27;-0.36;00.26;
328;1007.49;14.81;None;None;None;00.63;-0.72;00.00;
329;1007.74;14.82;None;None;None;00.62;-0.73;-0.00;
330;1007.85;14.83;None;None;None;00.63;-0.72;00.01;
331;1007.94;14.83;None;None;None;00.64;-0.73;00.01;
332;1007.97;14.84;None;None;None;00.64;-0.72;00.01;
333;1007.99;14.84;None;None;None;00.63;-0.72;00.00;
334;1007.96;14.85;None;None;None;00.78;-1.03;00.11;
335;1007.87;14.85;None;None;None;-0.93;-0.13;00.05;
336;1007.83;14.85;None;None;None;-0.98;-0.42;-0.02;
337;1007.80;14.86;None;None;None;-0.98;-0.50;-0.01;
338;1007.79;14.86;None;None;None;-0.94;-0.57;-0.04;
339;1007.77;14.86;None;None;None;-0.88;-0.72;-0.11;
340;1007.76;14.87;None;None;None;-0.93;-0.53;-0.15;
341;1007.74;14.88;None;None;None;-0.80;-0.65;-0.24;
342;1007.74;14.89;None;None;None;-0.92;-0.67;-0.33;
343;1007.75;14.90;None;None;None;-1.06;-0.39;-0.18;
344;1007.77;14.91;None;None;None;-1.03;-0.87;-0.18;
345;1007.77;14.92;None;None;None;-0.69;-0.57;-0.26;
346;1007.77;14.94;None;None;None;-0.79;-0.66;-0.28;
347;1007.77;14.95;None;None;None;-0.80;-0.45;-0.46;
348;1007.75;14.96;None;None;None;-0.45;-0.35;-0.42;
349;1007.73;14.97;None;None;None;-0.58;-0.34;-0.23;
350;1007.74;14.98;None;None;None;-0.64;-0.86;-0.24;
351;1007.73;15.00;None;None;None;-0.82;-0.65;-0.30;
352;1007.75;15.01;None;None;None;-0.78;-0.63;-0.37;
353;1007.77;15.02;None;None;None;-0.92;-0.91;-0.18;
354;1007.79;15.04;None;None;None;-0.87;-0.96;-0.31;
355;1007.80;15.06;None;None;None;-0.84;-0.83;-0.66;
356;1007.80;15.08;None;None;None;-0.26;-0.28;-0.89;
357;1007.83;15.09;None;None;None;-0.45;-0.37;-0.63;
358;1007.88;15.10;None;None;None;-0.75;-0.24;-0.69;
359;1007.95;15.11;None;None;None;-0.25;-0.40;-0.73;
360;1007.95;15.13;None;None;None;-0.69;00.24;-0.40;
361;1007.80;15.12;None;None;None;-0.48;-0.22;-0.94;
362;1007.82;15.13;None;None;None;00.35;00.04;00.31;
363;1007.77;15.13;None;None;None;-0.49;00.14;-0.22;
364;1007.71;15.15;None;None;None;-0.74;00.57;-0.54;
365;1007.69;15.16;None;None;None;-0.72;00.01;-1.28;
366;1007.73;15.18;None;None;None;-1.30;-0.53;-1.37;
367;1007.73;15.20;None;None;None;-0.37;-0.06;-1.27;
368;1007.81;15.21;None;None;None;00.22;-0.19;-0.58;
369;1007.93;15.25;None;None;None;00.09;-0.34;-0.89;
370;1008.00;15.28;None;None;None;-0.09;-0.27;-0.86;
371;1007.90;15.31;None;None;None;-0.73;-0.82;-0.57;
372;1007.85;15.31;None;None;None;-0.87;-0.42;-0.83;
373;1007.84;15.33;None;None;None;-0.58;-0.15;-0.70;
374;1007.80;15.36;None;None;None;-0.25;-0.23;-0.78;
375;1007.76;15.37;None;None;None;-0.24;-0.23;-0.94;
376;1007.73;15.38;None;None;None;-0.21;-0.25;-1.09;
377;1007.67;15.40;None;None;None;-1.13;00.21;00.17;
378;1007.64;15.41;None;None;None;-0.90;00.36;00.45;
379;1007.62;15.41;None;None;None;-0.67;00.27;00.85;
380;1007.60;15.42;None;None;None;-0.72;00.27;00.85;
381;1007.62;15.44;None;None;None;-0.39;00.04;00.99;
382;1007.61;15.44;None;None;None;-0.41;00.01;01.00;
383;1007.60;15.44;None;None;None;-0.40;00.02;01.00;
384;1007.60;15.44;None;None;None;-0.28;00.24;00.87;
385;1007.60;15.44;None;None;None;-0.49;00.04;00.96;
386;1007.59;15.46;None;None;None;-0.40;-0.01;01.01;
387;1007.57;15.47;None;None;None;-0.41;00.03;01.00;
388;1007.55;15.49;None;None;None;-0.40;00.06;01.03;
389;1007.52;15.50;None;None;None;-0.41;00.06;00.97;
390;1007.53;15.51;None;None;None;-0.39;00.04;00.99;
391;1007.54;15.53;None;None;None;-0.41;00.08;01.00;
392;1007.56;15.54;None;None;None;-0.44;00.09;00.86;
393;1007.57;15.56;None;None;None;-0.37;00.22;-0.85;
394;1007.55;15.57;None;None;None;00.15;00.68;-0.71;
395;1007.55;15.58;None;None;None;-0.12;00.91;-0.40;
396;1007.54;15.59;None;None;None;-0.60;00.98;-0.05;
397;1007.53;15.61;None;None;None;00.32;00.50;-0.70;
398;1007.54;15.62;None;None;None;-0.65;00.60;-0.52;
399;1007.54;15.63;None;None;None;-0.67;00.49;-0.58;
400;1007.54;15.63;None;None;None;-0.41;00.54;-0.65;
