0;812.63;27.28;None;None;None;-0.23;-0.54;00.90;
1;1007.80;12.01;None;None;None;-0.18;-0.45;00.96;
2;1007.82;12.02;None;None;None;-0.22;-0.41;00.95;
3;1007.83;12.01;None;None;None;-0.18;-0.33;01.06;
4;1007.83;12.01;None;None;None;-0.29;-0.38;00.97;
5;1007.80;12.00;None;None;None;-0.48;-0.41;00.88;
6;1007.79;12.00;None;None;None;-0.54;-0.14;00.99;
7;1007.77;11.98;None;None;None;-0.42;-0.14;00.97;
8;1007.78;11.99;None;None;None;-0.52;-0.26;01.02;
9;1007.82;12.00;None;None;None;-0.38;-0.23;01.10;
10;1007.80;12.00;None;None;None;-0.61;-0.06;01.25;
11;1007.80;12.00;None;None;None;-0.06;-0.37;01.08;
12;1007.80;12.00;None;None;None;-0.28;-0.08;01.07;
13;1007.80;12.00;None;None;None;-0.55;00.02;01.09;
14;1007.77;12.00;None;None;None;-0.22;-0.05;01.06;
15;1007.74;12.00;None;None;None;-0.22;-0.07;01.01;
16;1007.74;12.01;None;None;None;-0.20;-0.18;01.00;
17;1007.74;12.01;None;None;None;-0.15;-0.09;01.10;
18;1007.76;12.02;None;None;None;-0.09;-0.17;01.19;
19;1007.78;12.03;None;None;None;-0.21;-0.09;01.11;
20;1007.77;12.03;None;None;None;-0.22;-0.15;01.07;
21;1007.76;12.03;None;None;None;-0.18;-0.11;01.02;
22;1007.76;12.04;None;None;None;-0.22;-0.14;01.05;
23;1007.77;12.05;None;None;None;-0.30;-0.33;00.94;
24;1007.80;12.05;None;None;None;-0.20;-0.16;01.08;
25;1007.83;12.06;None;None;None;-0.15;-0.15;01.07;
26;1007.89;12.08;None;None;None;-0.33;-0.14;00.94;
27;1007.90;12.11;None;None;None;00.01;-0.09;00.98;
28;1007.91;12.13;None;None;None;00.18;-0.09;01.00;
29;1007.92;12.14;None;None;None;-0.27;-0.26;01.12;
30;1007.91;12.15;None;None;None;00.32;-0.27;00.46;
31;1007.90;12.17;None;None;None;00.89;-0.14;00.06;
32;1007.94;12.18;None;None;None;00.70;00.59;00.10;
33;1007.95;12.19;None;None;None;00.71;00.58;00.10;
34;1007.94;12.21;None;None;None;00.69;00.58;00.11;
35;1007.94;12.22;None;None;None;00.72;00.59;00.10;
36;1007.98;12.24;None;None;None;00.70;00.58;00.10;
37;1007.98;12.26;None;None;None;00.70;00.59;00.10;
38;1008.01;12.28;None;None;None;00.70;00.59;00.11;
39;1007.99;12.29;None;None;None;00.70;00.59;00.11;
40;1007.98;12.31;None;None;None;00.71;00.59;00.11;
41;1007.97;12.33;None;None;None;00.70;00.59;00.11;
42;1007.98;12.35;None;None;None;00.70;00.58;00.10;
43;1007.96;12.36;None;None;None;00.71;00.58;00.11;
44;1007.96;12.38;None;None;None;00.71;00.59;00.10;
45;1007.95;12.40;None;None;None;00.72;00.58;00.11;
46;1007.93;12.41;None;None;None;00.71;00.59;00.11;
47;1007.93;12.43;None;None;None;00.70;00.59;00.10;
48;1007.91;12.45;None;None;None;00.71;00.59;00.11;
49;1007.89;12.46;None;None;None;00.71;00.59;00.11;
50;1007.88;12.48;None;None;None;00.69;00.59;00.09;
51;1007.84;12.50;None;None;None;00.71;00.59;00.12;
52;1007.84;12.51;None;None;None;00.70;00.59;00.11;
53;1007.82;12.53;None;None;None;00.70;00.58;00.11;
54;1007.83;12.54;None;None;None;00.70;00.59;00.11;
55;1007.85;12.56;None;None;None;00.71;00.59;00.09;
56;1007.85;12.59;None;None;None;00.70;00.58;00.13;
57;1007.84;12.61;None;None;None;00.71;00.59;00.10;
58;1007.82;12.62;None;None;None;00.78;00.39;00.37;
59;1007.87;12.64;None;None;None;-0.09;-0.33;01.04;
60;1007.82;12.65;None;None;None;-0.64;-0.28;01.25;
61;1007.62;12.66;None;None;None;00.47;-0.30;00.90;
62;1007.49;12.67;None;None;None;-0.09;00.58;00.96;
63;1007.42;12.68;None;None;None;-0.45;-0.41;00.89;
64;1007.31;12.68;None;None;None;-0.14;-0.37;01.30;
65;1007.16;12.68;None;None;None;-0.16;-0.21;01.02;
66;1007.02;12.68;None;None;None;-0.02;00.04;01.05;
67;1006.79;12.69;None;None;None;-0.11;-0.25;01.05;
68;1006.57;12.71;None;None;None;-0.03;-0.13;01.03;
69;1006.28;12.72;None;None;None;-0.31;-0.04;01.01;
70;1005.92;12.73;None;None;None;-0.28;-0.16;01.10;
71;1005.22;12.75;None;None;None;-0.17;-0.17;00.98;
72;1004.77;12.77;None;None;None;-0.22;-0.06;01.01;
73;1004.32;12.76;None;None;None;-0.19;-0.29;00.99;
74;1003.90;12.75;None;None;None;-0.30;-0.23;00.96;
75;1003.56;12.74;None;None;None;-0.45;-0.17;00.98;
76;1003.24;12.72;None;None;None;-0.47;-0.29;00.82;
77;1002.92;12.71;None;None;None;-0.35;-0.41;01.02;
78;1002.74;12.71;None;None;None;-0.58;-0.40;01.00;
79;1002.43;12.70;None;None;None;-0.41;-0.34;00.92;
80;1002.07;12.68;None;None;None;-0.10;-0.32;01.09;
81;1001.50;12.64;None;None;None;-0.48;-0.20;00.93;
82;1001.14;12.63;None;None;None;-0.31;-0.21;01.00;
83;1000.82;12.62;None;None;None;-0.29;-0.22;00.99;
84;1000.49;12.61;None;None;None;-0.11;-0.27;01.01;
85;1000.21;12.60;None;None;None;-0.44;-0.29;01.03;
86;999.91;12.58;None;None;None;-0.44;-0.35;01.07;
87;999.58;12.56;None;None;None;-0.49;-0.18;00.86;
88;999.28;12.54;None;None;None;-0.27;-0.30;00.90;
89;999.04;12.54;None;None;None;-0.10;-0.45;01.04;
